World Port Index Number,Region Name,Main Port Name,Alternate Port Name,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Port Security,Vessel Traffic Service,Communications - Telephone,Communications - Radio,Communications - Airport,Communications - Rail,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Medical Facilities,Garbage Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Services - Longshoremen,Services - Electricity,Services - Navigation Equipment,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Dry Dock,Railway,Latitude,Longitude
32690,Faroe Islands -- 32660,Torshavn,Thorshavn,1,10,16,14.8,0,0,0,Very Small,Coastal (Breakwater),Unknown,Poor,No,No,Unknown,Unknown,Yes,Yes,No,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,Small,Unknown,62,-6.75
34560,Ireland -- 33840,Greenore, ,4,5.9,15.5,4.3,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,No,No,Yes,No,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,54.033333,-6.133333
3360,Canada Lake Erie -- 3240,Kingsville, ,0,1.8,3.4,1.8,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Limited,Unknown,Unknown,42.016667,-82.733333
34360,Ireland -- 33840,Cork, ,3.9,11,17.1,11,340,0,12.9,Medium,River (Natural),Unknown,Excellent,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Major,Small,Medium,51.85,-8.266667
62550,Russia -- 62530,Bukhta Nagayeva (Magadan),Magadan,3.3,17.1,17.1,11.5,200,0,10.5,Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Moderate,Unknown,Medium,59.566667,150.716667
59860,China Continued -- 59850,Fuzhou,Foochou; Foochow,6.5,9.5,11,11,397.9,62,27.5,Very Small,River (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,26.083333,119.3
60390,South Korea -- 60315,Busan,Busan; Fusan,1,12.5,12.5,15.5,0,0,15,Large,Coastal (Breakwater),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Large,Medium,35.1,129.033333
60385,South Korea -- 60315,Chinae,Jinhae,1,9.4,15.5,3.4,0,0,10.1,Small,Coastal (Natural),Unknown,Fair,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Small,Unknown,35.133333,128.65
57864,China -- 57855,Dongshan, ,2.3,7.2,8,0,334,60,22.5,Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Unknown,23.75666667,117.505
62225,Japan -- 61100,Kiire, ,3,23.2,23.2,23.2,458,69,30.6,Very Small,Open Roadstead,Unknown,Fair,No,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,Unknown,Small,31.383333,130.55
15830,Mexico West Coast -- 15700,Topolobampo, ,3,12.5,14,11,225,32.3,0,Small,Coastal (Natural),Unknown,Excellent,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,25.6,-109.066667
46130,Nigeria -- 46120,Lagos, ,7,14,15,14.4,267.1,50,13.5,Large,River (Natural),Unknown,Good,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,Medium,Medium,6.4,3.4
33780,Northern Ireland -- 33630,Kilroot, ,2,0,9.4,7.1,285,0,14.7,Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,No,No,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,None,None,Small,54.733333,-5.716667
15850,Mexico West Coast -- 15700,Guaymas, ,3,7.9,14,11,300,0,0,Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,27.916667,-110.916667
3490,US Lake Erie -- 3400,Cleveland, ,0,7.9,7.9,7.9,0,0,0,Large,Coastal (Breakwater),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Medium,Small,41.5,-81.716667
3560,US Lake Erie -- 3400,Toledo, ,0,7.9,6.4,7.9,0,0,0,Medium,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Large,Unknown,41.7,-83.466667
60610,Russia -- 60530,Vladivostok, ,0.2,18.6,23.2,12.5,347,41,12.8,Large,Coastal (Natural),Cargo,Good,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Small,Unknown,43.10888889,131.8883333
15765,Mexico West Coast -- 15700,Lazaro Cardenas, ,0,9.4,23.2,12.5,368.5,51,0,Small,River (Basins),Unknown,Good,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Medium,17.933333,-102.166667
60980,Sakhalin -- 60840,Uglegorsk,Esutoru; Hama Shigai,0.6,18.6,18,2.4,60,12,1.8,Very Small,Open Roadstead,Unknown,Poor,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Limited,Unknown,Small,49.083333,142.033333
48263,United Arab Emirates -- 48260,Khawr Fakkan,Khor Fakkan,2,16,23.2,16,400,60,0,Medium,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,No,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Unknown,25.36277778,56.36888889
46320,Equatorial Guinea -- 46300,Malabo,Rey Malabo; Santa Isabelle,2,17.1,29,7.9,175,0,8,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,3.75,8.783333
61280,Japan -- 61100,Hachinohe Ko, ,1,14,21.6,12.5,294.9,48.9,12.7,Small,Coastal (Breakwater),Unknown,Good,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Small,Medium,40.533333,141.55
60410,South Korea -- 60315,Pohang, ,0.3,17.1,23.2,18.6,0,0,0,Small,Open Roadstead,Unknown,Good,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,36.05,129.383333
61250,Japan -- 61100,Rumoi Ko, ,0,7.5,18.6,11,0,27.2,0,Very Small,Coastal (Breakwater),Unknown,Good,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Unknown,Small,43.95,141.633333
15880,Mexico West Coast -- 15700,Isla San Marcos,San Marcos,0,0,17.1,12.5,109,0,0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,None,Unknown,Unknown,27.183333,-112.1
36460,France West Coast -- 36450,Rade De Brest, ,7,12.5,21.6,12.5,0,0,0,Large,Coastal (Breakwater),Military,Excellent,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Major,Large,Large,48.383333,-4.5
60820,Russia -- 60530,Nikolayevsk Na Amur, ,0.4,6.9,18,5,0,0,4,Very Small,River (Natural),Unknown,Good,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,Small,Unknown,53.133333,140.733333
57935,Taiwan -- 57880,Tan-Shui,Taipei; Tan-shui Kang,3.5,14,12.5,4.9,399.9,61.5,10.5,Very Small,River (Natural),Unknown,Poor,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Small,25.183333,121.4
38010,Portugal -- 37930,Lagos, ,0,0,0,0,0,0,0,Large, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,37.1,-8.616667
15790,Mexico West Coast -- 15700,Puerto Vallarta,Penas,1,11,17.1,9.4,290,0,0,Small,River (Basins),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes,Yes,Unknown,None,Unknown,Unknown,20.616667,-105.266667
61045,Sakhalin -- 60840,Lazarev, ,2.2,5.8,14,2.4,0,0,0,Very Small,Open Roadstead,Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,Unknown,Unknown,52.216667,141.516667
6000,Cape Breton Island -- 5860,Sydney, ,1,11,11,11,0,0,0,Medium,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Small,Large,46.15,-60.2
60810,Russia -- 60530,De Kastri, ,1.9,6.7,9.4,8,150,25,7.1,Medium,Coastal (Natural),Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,51.466667,140.783333
15870,Mexico West Coast -- 15700,Santa Rosalia, ,1,9.4,23.2,6.4,240,30,0,Small,Coastal (Breakwater),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Limited,Unknown,Medium,27.333333,-112.283333
6920,United States E Coast -- 6585,Belfast, ,3,3.4,7.9,3.4,0,0,0,Very Small,River (Natural),Unknown,Fair,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,44.416667,-69
60540,Russia -- 60530,Pos'yet,Novgorod,0.7,25,8,9.8,175,28,9,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,None,Unknown,Small,42.65,130.8
15770,Mexico West Coast -- 15700,Manzanillo, ,1,15.5,15.5,14,368.5,51.2,0,Medium,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,Small,Medium,19.05,-104.316667
50922,Jawa -- 50920,Merak Mas Terminal, ,0,11,23.2,11,0,0,0,Medium,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,-5.919166667,105.9972222
15920,Mexico West Coast -- 15700,La Paz, ,4,1.8,17.1,7.9,100,0,0,Small,Coastal (Natural),Unknown,Good,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Limited,Unknown,Unknown,24.166667,-110.316667
15975,Mexico West Coast -- 15700,Puerto Morro Redondo, ,1,0,23.2,17.1,295,32.3,0,Very Small,Open Roadstead,Unknown,Poor,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,No,No,Unknown,Yes,Unknown,Unknown,No,No,No,No,Limited,Unknown,Unknown,28.05,-115.183333
54620,Australia -- 53290,Port Hedland, ,6,14,4.9,17.1,340,60,11.8,Small,River (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Major,Unknown,Small,-20.316667,118.583333
46470,Congo -- 46455,Pointe Noire,Balck Point Bay,1,11.5,14,0,337,48.2,16,Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Small,Large,-4.783333,11.833333
48250,Oman -- 48225,Mina Qabus,Port Sultan Qaboos,3.1,13,41,4,300,0,13,Very Small,Coastal (Breakwater),Cargo,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,23.633333,58.583333
60930,Sakhalin -- 60840,Nevelsk,Honto,0.2,5.6,20,5,100,0,6.5,Very Small,Coastal (Breakwater),Unknown,Poor,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Moderate,Small,Small,46.666667,141.866667
54520,Australia -- 53290,Fremantle, ,1,12.5,14,12.5,350,50,14.7,Large,Coastal (Breakwater),Cargo,Good,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Medium,Medium,-32.05,115.75
3570,US Lake Erie -- 3400,Monroe, ,0,4.9,4.9,4.9,0,0,0,Very Small,River (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Yes,Limited,Unknown,Unknown,41.883333,-83.333333
7870,United States E Coast -- 6585,Gulfport SI, ,1.5,11,11,9.4,0,0,0,Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,40.633333,-74.2
16830,United States W Coast -- 16000,Toledo, ,1.8,1.8,0,1.8,0,0,0,Very Small,River (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,No,No,Yes,Yes,Yes,Limited,Unknown,Small,44.616667,-123.933333
54630,Australia -- 53290,Broome, ,9,11,14,7.9,280,0,9.5,Small,Coastal (Natural),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,No,Unknown,Yes,Unknown,Yes,Limited,Unknown,Unknown,-17.966667,122.233333
10006,West Indies -- 9970,Cockburn Town, ,0,0,6.4,1.8,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,24.05,-74.533333
54555,Australia -- 53290,Useless Loop, ,2,9.4,12.5,9.4,180,28,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,No,No,No,None,Unknown,Unknown,-26.083333,113.4
54540,Australia -- 53290,Geraldton, ,1,14,11,12.5,293.2,43,12.8,Very Small,Coastal (Breakwater),Cargo,Good,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Yes,Unknown,Yes,Limited,Unknown,Small,-28.783333,114.6
62495,Nansei Shoto -- 62470,Kin Wan,Chin,2,23.2,23.2,15.5,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,Unknown,Unknown,Yes,Yes,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,26.416667,127.9
33770,Northern Ireland -- 33630,Belfast, ,2,9.3,9.4,11.2,305,52,11.3,Large,River (Basins),Unknown,Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Large,Small,54.616667,-5.9
60940,Sakhalin -- 60840,Kholmsk,Maoko,0.3,11,20,8.5,138,21,8,Small,Coastal (Breakwater),Unknown,Fair,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,Limited,Unknown,Medium,47.05,142.05
33145,Scotland West Coast -- 32790,Kilkeel, ,4,1,11,1.8,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Unknown,54.05,-5.983333
48255,Oman -- 48225,Mina Al Fahl, ,3,0,21.6,0,0,0,0,Small,Open Roadstead,Cargo,Poor,No,No,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,No,No,Yes,No,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,None,Unknown,Unknown,23.633333,58.516667
60730,Russia -- 60530,Nakhodka, ,1.5,11.6,18,9.8,255,45,12.8,Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Major,Unknown,Unknown,42.8,132.883333
46640,Namibia -- 46635,Walvis Bay,Walvisbaai,2,14,24.9,0,335.6,48.2,0,Small,Coastal (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Medium,-22.95,14.5
